Date,Open,High,Low,Close,Nasdaq Index (NI),"Dow-Jones  Industrial 
Average (DJIA)",Shanghai Composite Index (SCI),Hang Seng Index (HSI)
2013-11-06,1.34729100,1.35470000,1.34687400,1.34730900,3385.4,15746.88,2139.6,23036.9
2013-11-07,1.35177100,1.35309900,1.33058000,1.35180800,3321.4,15593.98,2129.4,22881.0
2013-11-08,1.34089600,1.34362900,1.33213100,1.34091400,3366.8,15761.78,2106.1,22744.4
2013-11-11,1.33454300,1.34127000,1.33454300,1.33479300,3363.0,15783.10,2109.5,23069.8
2013-11-12,1.34087800,1.34549700,1.33638900,1.34093200,3365.2,15750.67,2126.8,22901.4
2013-11-13,1.34383300,1.34540600,1.33926000,1.34399600,3405.6,15821.63,2087.9,22463.8
2013-11-14,1.34843600,1.34950900,1.34220100,1.34896300,3415.1,15876.22,2100.5,22649.2
2013-11-15,1.34477300,1.35033000,1.34347000,1.34489900,3422.6,15961.70,2135.8,23032.2
2013-11-18,1.34832700,1.35420600,1.34756400,1.34839900,3388.9,15976.02,2197.2,23660.1
2013-11-19,1.35025700,1.35416900,1.34903600,1.35043900,3378.1,15967.03,2193.1,23657.8
2013-11-20,1.35630000,1.35650200,1.34592900,1.35674200,3367.2,15900.82,2206.6,23700.9
2013-11-21,1.34336400,1.34748900,1.33999900,1.34338200,3402.7,16009.99,2205.8,23580.3
2013-11-22,1.34721900,1.35383000,1.34634800,1.34718200,3422.0,16064.77,2196.4,23696.3
2013-11-25,1.35523400,1.35554600,1.34907300,1.35523400,3427.5,16072.54,2186.1,23684.4
2013-11-26,1.35330800,1.35678000,1.35234900,1.35275900,3445.8,16072.80,2183.1,23681.3
2013-11-27,1.35690700,1.36130000,1.35593200,1.35677900,3470.5,16097.33,2201.1,23806.3
2013-11-28,1.35742300,1.36170000,1.35659400,1.35736800,#N/A,#N/A,2219.4,23789.1
2013-11-29,1.36035900,1.36221200,1.36000800,1.36039600,3487.8,16086.41,2220.5,23881.3
2013-12-02,1.35865900,1.36145900,1.35281400,1.35851100,3481.1,16008.77,2207.4,24038.6
2013-12-03,1.35426100,1.35939800,1.35255800,1.35420600,3479.3,15914.62,2222.7,23910.5
2013-12-04,1.35910200,1.35998900,1.35303000,1.35906500,3483.0,15889.77,2251.8,23728.7
2013-12-05,1.35869600,1.36663900,1.35453100,1.35864000,3477.7,15821.51,2247.1,23712.6
2013-12-06,1.36709100,1.36949900,1.36323000,1.36699800,3504.3,16020.20,2237.1,23743.1
2013-12-09,1.37082100,1.37309100,1.36951000,1.37065200,3516.2,16025.53,2238.2,23811.2
2013-12-10,1.37379600,1.37932900,1.37362600,1.37402300,3514.2,15973.13,2237.5,23744.2
2013-12-11,1.37659500,1.37979900,1.37444000,1.37644400,3469.0,15843.53,2204.2,23338.2
2013-12-12,1.37853100,1.38050000,1.37482900,1.37860700,3460.3,15739.43,2202.8,23218.1
2013-12-13,1.37508100,1.37684200,1.37108400,1.37508100,3456.4,15755.36,2196.1,23246.0
2013-12-16,1.37381500,1.37990000,1.37381500,1.37392800,3475.8,15884.57,2160.9,23114.7
2013-12-17,1.37617800,1.37821000,1.37270100,1.37629200,3469.3,15875.26,2151.1,23069.2
2013-12-18,1.37710700,1.37809900,1.37347900,1.37712600,3509.6,16167.97,2148.3,23143.8
2013-12-19,1.36830700,1.36939400,1.36511300,1.36849500,3498.6,16179.08,2127.8,22888.8
2013-12-20,1.36559800,1.37087000,1.36258300,1.36557900,3531.2,16221.14,2084.8,22812.2
2013-12-23,1.36787700,1.37159900,1.36743000,1.36783900,3569.4,16294.61,2089.7,22921.6
2013-12-24,1.36982500,1.36986300,1.36557900,1.36999400,3572.8,16357.55,2092.9,23179.6
2013-12-25,1.36819500,1.37070800,1.36640000,1.36819500,#N/A,#N/A,2106.4,#N/A
2013-12-26,1.36770800,1.37007000,1.36673600,1.36684800,3584.6,16479.88,2073.1,#N/A
2013-12-27,1.36956300,1.38835100,1.36939400,1.36961900,3574.0,16478.41,2101.3,23243.2
2013-12-30,1.37519400,1.38115800,1.37300000,1.37502400,3570.1,16504.29,2097.5,23244.9
2013-12-31,1.38077700,1.38125400,1.37612000,1.38100600,3592.0,16576.66,2116.0,23306.4
2014-01-01,1.37449500,1.37790400,1.37440000,1.37449500,#N/A,#N/A,#N/A,#N/A
2014-01-02,1.37659500,1.37746700,1.36327100,1.37667100,3563.6,16441.35,2109.4,23340.1
2014-01-03,1.36662400,1.36729700,1.36017000,1.36666200,3538.7,16469.99,2083.1,22817.3
2014-01-06,1.35958200,1.36461000,1.35727900,1.35960100,3527.0,16425.10,2045.7,22684.2
2014-01-07,1.36306600,1.36579900,1.35987800,1.36319600,3557.9,16530.94,2047.3,22712.8
2014-01-08,1.36169300,1.36360500,1.35720200,1.36163700,3567.5,16462.74,2044.3,22996.6
2014-01-09,1.35725700,1.36328000,1.35548900,1.35720200,3552.6,16444.76,2027.6,22787.3
2014-01-10,1.36071100,1.36870100,1.35781000,1.36071100,3565.1,16437.05,2013.3,22846.3
2014-01-13,1.36722200,1.36847600,1.36393100,1.36718500,3512.8,16257.94,2009.6,22888.8
2014-01-14,1.36709100,1.36985900,1.36502900,1.36699800,3580.6,16373.86,2026.8,22791.3
2014-01-15,1.36681100,1.36735300,1.35826000,1.36684800,3609.8,16481.94,2023.3,22902.0
2014-01-16,1.36011900,1.36479100,1.35880600,1.35993400,3611.3,16417.01,2023.7,22986.4
2014-01-17,1.36156300,1.36210100,1.35569300,1.36180400,3591.3,16458.56,2004.9,23133.3
2014-01-20,1.35283200,1.35664000,1.35093100,1.35275900,#N/A,#N/A,1991.3,22928.9
2014-01-21,1.35453600,1.35639900,1.35186300,1.35490300,3617.7,16414.44,2008.3,23033.1
2014-01-22,1.35574800,1.35808700,1.35354100,1.35591400,3627.7,16373.34,2051.7,23082.3
2014-01-23,1.35451800,1.36855100,1.35336300,1.35422400,3613.8,16197.35,2042.2,22733.9
2014-01-24,1.36900000,1.37349400,1.36649400,1.36890700,3541.5,15879.11,2054.4,22450.1
2014-01-27,1.36881300,1.37149900,1.36554000,1.36879400,3509.0,15837.88,2033.3,21976.1
2014-01-28,1.36759600,1.36894000,1.36318000,1.36746500,3505.7,15928.56,2038.5,21960.6
2014-01-29,1.36543000,1.36859900,1.36045000,1.36550500,3467.8,15738.79,2049.9,22141.6
2014-01-30,1.36591500,1.36621400,1.35606100,1.36585900,3532.4,15848.61,2033.1,22035.4
2014-01-31,1.35585900,1.35623900,1.34810900,1.35587700,3521.9,15698.85,#N/A,#N/A
2014-02-03,1.34881800,1.35196000,1.34793100,1.34881800,3440.5,15372.80,#N/A,#N/A
2014-02-04,1.35228300,1.35400500,1.34956400,1.35250300,3470.2,15445.24,#N/A,21397.8
2014-02-05,1.35166200,1.35530000,1.35004000,1.35158900,3454.9,15440.23,#N/A,21269.4
2014-02-06,1.35349100,1.36200800,1.34910900,1.35351000,3497.6,15628.53,#N/A,21423.1
2014-02-07,1.35897300,1.36421000,1.35557900,1.35921300,3561.9,15794.08,2044.5,21636.8
2014-02-10,1.36202700,1.36520100,1.36202700,1.36193400,3582.1,15801.79,2086.1,21579.3
2014-02-11,1.36459200,1.36840100,1.36313000,1.36461000,3621.7,15994.77,2103.7,21963.0
2014-02-12,1.36390300,1.36550100,1.35630000,1.36390300,3627.4,15963.94,2110.0,22285.8
2014-02-13,1.35889900,1.36917100,1.35869600,1.35901000,3659.6,16027.59,2098.4,22165.5
2014-02-14,1.36776500,1.37159900,1.36748400,1.36787700,3663.9,16154.39,2115.8,22298.4
2014-02-17,1.37025700,1.37260800,1.36928200,1.36999400,#N/A,#N/A,2135.4,22535.9
2014-02-18,1.37070800,1.37690000,1.36961900,1.37044500,3679.4,16130.40,2119.1,22587.7
2014-02-19,1.37610300,1.37733500,1.37420000,1.37619700,3652.9,16040.56,2142.6,22664.5
2014-02-20,1.37317400,1.37640600,1.36901900,1.37304200,3671.9,16133.23,2138.8,22394.1
2014-02-21,1.37206200,1.37566900,1.37035100,1.37211900,3662.6,16103.30,2113.7,22568.2
2014-02-24,1.37400400,1.37690000,1.37101100,1.37379600,3685.8,16207.14,2076.7,22388.6
2014-02-25,1.37351300,1.37650000,1.37187000,1.37360800,3679.1,16179.66,2034.2,22317.2
2014-02-26,1.37464600,1.37580000,1.36657900,1.37460800,3676.6,16198.41,2041.3,22437.4
2014-02-27,1.36819500,1.36960000,1.36449800,1.36819500,3699.8,16272.65,2047.4,22828.2
2014-02-28,1.37074600,1.38234000,1.36952900,1.37074600,3696.1,16321.71,2056.3,22837.0
2014-03-03,1.37754300,1.37960000,1.37498600,1.37769500,3668.4,16168.03,2075.2,22500.7
2014-03-04,1.37364500,1.37789100,1.37223200,1.37370200,3719.9,16395.88,2071.5,22657.6
2014-03-05,1.37430600,1.37460100,1.37108400,1.37411700,3727.2,16360.18,2053.1,22579.8
2014-03-06,1.37324900,1.38499900,1.37226900,1.37341900,3720.9,16421.89,2059.6,22703.0
2014-03-07,1.38646300,1.39153100,1.38542500,1.38630900,3703.4,16452.72,2057.9,22660.5
2014-03-10,1.38775200,1.38981500,1.38632800,1.38786700,3706.3,16418.68,1999.1,22264.9
2014-03-11,1.38769400,1.38770000,1.38352800,1.38788700,3691.5,16351.25,2001.2,22269.6
2014-03-12,1.38575200,1.39054000,1.38448900,1.38580900,3707.1,16340.08,1997.7,21901.9
2014-03-13,1.39039500,1.39654100,1.38989300,1.39045300,3651.5,16108.89,2019.1,21756.1
2014-03-14,1.38657800,1.39332000,1.38498000,1.38653900,3627.9,16065.67,2004.3,21539.5
2014-03-17,1.39107200,1.39490100,1.38821400,1.39130400,3662.5,16247.22,2023.7,21473.9
2014-03-18,1.39271900,1.39380600,1.38826000,1.39266100,3706.6,16336.19,2025.2,21583.5
2014-03-19,1.39297100,1.39330100,1.39010500,1.39308800,3682.7,16222.17,2021.7,21568.7
2014-03-20,1.38184500,1.38440900,1.37527000,1.38192200,3694.0,16331.05,1993.5,21182.2
2014-03-21,1.37820800,1.38113900,1.37683000,1.37820800,3653.1,16302.77,2047.6,21436.7
2014-03-24,1.37974800,1.38235000,1.37619700,1.37955800,3617.4,16276.69,2066.3,21846.4
2014-03-25,1.38371900,1.38490000,1.37755100,1.38389200,3629.7,16367.88,2067.3,21732.3
2014-03-26,1.38205500,1.38230400,1.37813000,1.38190300,3582.9,16268.99,2063.7,21887.8
2014-03-27,1.37870200,1.37952000,1.37417900,1.37820800,3563.1,16264.23,2046.6,21834.4
2014-03-28,1.37419300,1.37713000,1.37085100,1.37413600,3571.5,16323.06,2041.7,22065.5
2014-03-31,1.37549700,1.38060000,1.37386000,1.37521300,3595.7,16457.66,2033.3,22151.1
2014-04-01,1.37750500,1.38129200,1.37714500,1.37750500,3658.4,16532.61,2047.5,22448.5
2014-04-02,1.37934800,1.38200000,1.37552000,1.37948200,3666.0,16573.00,2059.0,22523.9
2014-04-03,1.37682300,1.37993800,1.36996100,1.37682300,3637.6,16572.55,2043.7,22565.1
2014-04-04,1.37211900,1.37300000,1.36763000,1.37238200,3539.4,16412.71,2058.8,22510.1
2014-04-07,1.37040700,1.37489200,1.36978800,1.37040700,3507.8,16245.87,#N/A,22377.2
2014-04-08,1.37430600,1.38090100,1.37394700,1.37430600,3538.2,16256.14,2098.3,22597.0
2014-04-09,1.37932900,1.38277000,1.37809900,1.37932900,3600.4,16437.18,2105.2,22843.2
2014-04-10,1.38529100,1.38996000,1.38377100,1.38550200,3487.8,16170.22,2134.3,23187.0
2014-04-11,1.38890800,1.39060800,1.38655900,1.38863800,3446.9,16026.75,2130.5,23003.6
2014-04-14,1.38473500,1.38629000,1.38100000,1.38462000,3474.6,16173.24,2131.5,23038.8
2014-04-15,1.38180700,1.38324100,1.37927000,1.38171200,3487.9,16262.56,2101.6,22671.3
2014-04-16,1.38104400,1.38520100,1.38047900,1.38119600,3533.1,16424.85,2105.1,22696.0
2014-04-17,1.38239900,1.38656100,1.38239900,1.38270500,3534.5,16408.54,2098.9,22760.2
2014-04-18,1.38121600,1.38230400,1.38094800,1.38121600,#N/A,#N/A,2097.7,#N/A
2014-04-21,1.38152100,1.38304900,1.37889200,1.38152100,3559.9,16449.25,2065.8,#N/A
2014-04-22,1.37927200,1.38247000,1.37867000,1.37950100,3588.8,16514.37,2072.8,22730.7
2014-04-23,1.38073900,1.38554000,1.38011000,1.38100600,3557.0,16501.65,2067.4,22509.6
2014-04-24,1.38180700,1.38420000,1.37921500,1.38192200,3591.0,16501.65,2057.0,22562.8
2014-04-25,1.38304900,1.38490700,1.38287700,1.38320200,3533.1,16361.46,2036.5,22223.5
2014-04-28,1.38410200,1.38800000,1.38171200,1.38406400,3545.0,16448.74,2003.5,22132.5
2014-04-29,1.38529100,1.38790000,1.38074100,1.38529100,3574.0,16535.37,2020.3,22453.9
2014-04-30,1.38138700,1.38770000,1.37866000,1.38136800,3582.0,16580.84,2026.4,22134.0
2014-05-01,1.38686600,1.38910100,1.38639900,1.38692400,3594.4,16558.87,#N/A,#N/A
2014-05-02,1.38709700,1.38709900,1.38134900,1.38709700,3587.6,16512.89,#N/A,22260.7
2014-05-05,1.38727000,1.38880000,1.38659700,1.38727000,3605.1,16530.55,2027.4,21976.3
2014-05-06,1.38769400,1.39516900,1.38734700,1.38759800,3556.5,16401.02,2028.0,#N/A
2014-05-07,1.39299000,1.39379000,1.39126000,1.39306800,3546.5,16518.54,2010.1,21746.3
2014-05-08,1.39120800,1.39911000,1.38518000,1.39116900,3540.4,16550.97,2015.3,21837.1
2014-05-09,1.38435100,1.38450500,1.37554000,1.38442800,3555.7,16583.34,2011.1,21863.0
2014-05-12,1.37615900,1.37760000,1.37502400,1.37606500,3612.7,16695.47,2052.9,22261.6
2014-05-13,1.37564800,1.37739900,1.36999100,1.37566700,3611.1,16715.44,2050.7,22352.4
2014-05-14,1.37089600,1.37298000,1.36991900,1.37095200,3593.3,16613.97,2047.9,22582.8
2014-05-15,1.37189300,1.37304900,1.36505900,1.37200600,3565.2,16446.81,2025.0,22730.9
2014-05-16,1.37170400,1.37280000,1.36861100,1.37164800,3587.2,16491.31,2026.5,22712.9
2014-05-19,1.37038900,1.37343000,1.37012600,1.37033200,3615.6,16511.86,2005.2,22704.5
2014-05-20,1.37132800,1.37149800,1.36815000,1.37138500,3600.3,16374.31,2008.1,22834.7
2014-05-21,1.37046400,1.37219900,1.36543900,1.37040700,3635.6,16533.06,2025.0,22836.5
2014-05-22,1.36830700,1.36873100,1.36478000,1.36817600,3650.9,16543.08,2021.3,22953.8
2014-05-23,1.36550500,1.36550500,1.36161900,1.36544900,3677.3,16606.27,2034.6,22965.9
2014-05-26,1.36280600,1.36560000,1.36167400,1.36288100,#N/A,#N/A,2041.5,22963.2
2014-05-27,1.36530000,1.36692300,1.36143000,1.36513200,3723.1,16675.50,2034.6,22944.3
2014-05-28,1.36356800,1.36390300,1.35919100,1.36369800,3712.3,16633.18,2050.2,23080.0
2014-05-29,1.35939800,1.36260200,1.35888000,1.35934200,3735.7,16698.74,2040.6,23010.1
2014-05-30,1.36032200,1.36509500,1.35993400,1.36045200,3736.8,16717.17,2039.2,23081.7
2014-06-02,1.36284300,1.36373000,1.35947000,1.36280600,3733.0,16743.63,#N/A,#N/A
2014-06-03,1.35976700,1.36460100,1.35946000,1.35989700,3730.1,16722.34,2038.3,23291.0
2014-06-04,1.36219400,1.36375000,1.36011900,1.36210100,3743.6,16737.53,2024.8,23151.7
2014-06-05,1.36034100,1.36379100,1.35068000,1.36041500,3776.9,16836.11,2040.9,23109.7
2014-06-06,1.36608300,1.36757700,1.36217500,1.36619500,3794.6,16924.28,2030.0,22951.0
2014-06-09,1.36453600,1.36690100,1.35832700,1.36429400,3795.7,16943.10,2030.5,23117.5
2014-06-10,1.35926800,1.36030000,1.35379000,1.35926800,3800.9,16945.92,2052.5,23315.7
2014-06-11,1.35402300,1.35589900,1.35230200,1.35409600,3797.9,16843.88,2054.9,23257.3
2014-06-12,1.35365600,1.35620800,1.35130000,1.35371100,3763.8,16734.19,2051.7,23175.0
2014-06-13,1.35506900,1.35810000,1.35236000,1.35545400,3775.6,16775.74,2070.7,23319.2
2014-06-16,1.35369300,1.35810500,1.35136000,1.35380300,3779.9,16781.01,2086.0,23300.7
2014-06-17,1.35770000,1.35869600,1.35385800,1.35771800,3781.3,16808.49,2066.7,23203.6
2014-06-18,1.35497700,1.35827100,1.35420100,1.35479300,3804.6,16906.62,2055.5,23181.7
2014-06-19,1.35910200,1.36450000,1.35854800,1.35906500,3800.8,16921.46,2023.7,23167.7
2014-06-20,1.36082200,1.36340100,1.35653000,1.36113700,3802.6,16947.08,2026.7,23194.1
2014-06-23,1.35919400,1.36150700,1.35760000,1.35930500,3805.3,16937.26,2024.4,22804.8
2014-06-24,1.36006300,1.36299900,1.35838200,1.36019300,3799.5,16818.13,2033.9,22880.6
2014-06-25,1.36074800,1.36520100,1.36010000,1.36058100,3827.3,16867.51,2025.5,22866.7
2014-06-26,1.36286200,1.36420100,1.35770000,1.36289900,3826.9,16846.13,2038.7,23197.8
2014-06-27,1.36117400,1.36397000,1.36104400,1.36130400,3844.4,16851.84,2036.5,23221.5
2014-06-30,1.36442400,1.36970000,1.36413900,1.36444300,3849.5,16826.60,2048.3,23190.7
2014-07-01,1.36918800,1.36980700,1.36766900,1.36935700,3894.3,16956.07,2050.4,#N/A
2014-07-02,1.36815800,1.36830700,1.36447100,1.36808300,3899.3,16976.24,2059.4,23549.6
2014-07-03,1.36535500,1.36649900,1.35993400,1.36530000,3923.0,17068.26,2063.2,23531.4
2014-07-04,1.36091500,1.36130400,1.35862000,1.36100700,#N/A,#N/A,2059.4,23546.4
2014-07-07,1.35895400,1.36070000,1.35773100,1.35884300,3910.7,17024.21,2059.9,23540.9
2014-07-08,1.36067400,1.36180000,1.35897300,1.36061800,3864.1,16906.62,2064.0,23541.4
2014-07-09,1.36174800,1.36420100,1.36028500,1.36171100,3892.9,16985.61,2038.6,23176.1
2014-07-10,1.36435000,1.36505900,1.35901000,1.36429400,3880.0,16915.07,2038.3,23239.0
2014-07-11,1.36058100,1.36247200,1.35936100,1.36050700,3904.6,16943.81,2047.0,23233.4
2014-07-14,1.36035900,1.36400000,1.35987800,1.36037800,3929.5,17055.42,2066.6,23346.7
2014-07-15,1.36221200,1.36284000,1.35626300,1.36217500,3914.5,17060.68,2070.4,23460.0
2014-07-16,1.35720200,1.35720200,1.35264000,1.35720200,3932.3,17138.20,2067.3,23523.3
2014-07-17,1.35290500,1.35401900,1.35189900,1.35299700,3878.0,16976.81,2055.6,23520.9
2014-07-18,1.35180800,1.35363800,1.34926900,1.35188100,3939.9,17100.18,2059.1,23454.8
2014-07-21,1.35319800,1.35492000,1.35147000,1.35321700,3934.1,17051.73,2054.5,23387.1
2014-07-22,1.35228300,1.35303300,1.34616700,1.35270400,3961.6,17113.54,2075.5,23782.1
2014-07-23,1.34682000,1.34750900,1.34559100,1.34680100,3986.2,17086.63,2078.5,23971.9
2014-07-24,1.34620300,1.34857000,1.34417600,1.34629400,3983.2,17083.80,2105.1,24141.5
2014-07-25,1.34662000,1.34770000,1.34290000,1.34647500,3965.2,16960.57,2126.6,24216.0
2014-07-28,1.34291300,1.34459900,1.34273200,1.34289500,3967.2,16982.59,2177.9,24428.6
2014-07-29,1.34390500,1.34439300,1.34098900,1.34390500,3959.0,16912.11,2183.2,24640.5
2014-07-30,1.34114800,1.34170600,1.33688100,1.34111200,3976.1,16880.36,2181.2,24732.2
2014-07-31,1.33954900,1.34020100,1.33722900,1.33960300,3892.5,16563.30,2201.6,24756.8
2014-08-01,1.33899300,1.34459900,1.33796100,1.33899300,3879.7,16493.37,2185.3,24532.4
2014-08-04,1.34289500,1.34329200,1.34121100,1.34289500,3908.8,16569.28,2223.3,24600.1
2014-08-05,1.34224600,1.34260600,1.33614800,1.34221000,3874.9,16429.47,2219.9,24648.3
2014-08-06,1.33716700,1.33749900,1.33340400,1.33723800,3874.3,16443.34,2217.5,24584.1
2014-08-07,1.33820400,1.33929800,1.33393800,1.33829400,3857.9,16368.27,2187.7,24387.6
2014-08-08,1.33600500,1.34301000,1.33450800,1.33582700,3888.1,16553.93,2194.4,24331.4
2014-08-11,1.34050100,1.34089600,1.33809700,1.34051800,3910.5,16569.98,2224.7,24646.0
2014-08-12,1.33827600,1.33850900,1.33375000,1.33849100,3905.2,16560.54,2221.6,24689.4
2014-08-13,1.33657700,1.34148100,1.33450100,1.33661200,3949.2,16651.80,2222.9,24890.3
2014-08-14,1.33666600,1.34068900,1.33494900,1.33679100,3969.1,16713.58,2206.5,24801.4
2014-08-15,1.33639800,1.34095000,1.33589800,1.33639800,3987.5,16662.91,2226.7,24954.9
2014-08-18,1.33920800,1.34010000,1.33549000,1.33904700,4020.5,16838.74,2239.5,24955.5
2014-08-19,1.33605900,1.33609500,1.33148000,1.33611200,4040.1,16919.59,2245.3,25122.9
2014-08-20,1.33214300,1.33219700,1.32764900,1.33219700,4040.7,16979.13,2240.2,25159.8
2014-08-21,1.32599600,1.32910000,1.32429300,1.32604900,4047.0,17039.49,2230.5,24994.1
2014-08-22,1.32795100,1.32990000,1.32249900,1.32793300,4052.8,17001.22,2240.8,25112.2
2014-08-25,1.31980100,1.32103000,1.31861100,1.31987100,4067.5,17076.87,2229.3,25166.9
2014-08-26,1.31875700,1.32170100,1.31856500,1.31889600,4071.7,17106.70,2207.1,25074.5
2014-08-27,1.31693300,1.32098000,1.31561600,1.31702000,4073.2,17122.01,2209.5,24918.8
2014-08-28,1.31933100,1.32190000,1.31625000,1.31908700,4066.3,17079.57,2195.8,24741.0
2014-08-29,1.31849600,1.31968100,1.31443000,1.31849600,4082.6,17098.45,2217.2,24742.1
2014-09-01,1.31276700,1.31470000,1.31202600,1.31278400,#N/A,#N/A,2235.5,24752.1
2014-09-02,1.31319800,1.31373100,1.31118000,1.31319800,4095.8,17067.56,2266.0,24749.0
2014-09-03,1.31309400,1.31609900,1.31240500,1.31319800,4071.0,17078.28,2288.6,25317.9
2014-09-04,1.31492400,1.31550000,1.29242000,1.31509700,4066.1,17069.58,2306.9,25297.9
2014-09-05,1.29304200,1.29881900,1.29267400,1.29327600,4089.9,17137.36,2326.4,25240.2
2014-09-08,1.29520300,1.29587400,1.29316900,1.29533700,4095.5,17111.42,#N/A,25190.4
2014-09-09,1.28940700,1.29249100,1.28610700,1.28910800,4061.9,17013.87,2326.5,#N/A
2014-09-10,1.29399600,1.29628100,1.28989000,1.29419700,4095.0,17068.71,2318.3,24705.4
2014-09-11,1.29175600,1.29520900,1.28996000,1.29170600,4092.6,17049.00,2311.7,24662.6
2014-09-12,1.29247400,1.29602000,1.29132100,1.29235700,4069.2,16987.51,2331.9,24595.3
2014-09-15,1.29607500,1.29689900,1.29123900,1.29600800,4029.9,17031.14,2339.1,24357.0
2014-09-16,1.29396200,1.29782000,1.29242000,1.29397900,4067.3,17131.97,2296.6,24136.0
2014-09-17,1.29590800,1.29800000,1.29409000,1.29590800,4073.6,17156.85,2307.9,24376.4
2014-09-18,1.28501700,1.29268900,1.28501700,1.28500000,4103.1,17265.99,2315.9,24168.7
2014-09-19,1.29214000,1.29295900,1.28320300,1.29200600,4100.1,17279.74,2329.5,24306.2
2014-09-22,1.28407600,1.28690000,1.28195300,1.28414200,4061.2,17172.68,2289.9,23955.5
2014-09-23,1.28529800,1.28993000,1.28458900,1.28514900,4051.6,17055.87,2309.7,23837.1
2014-09-24,1.28509900,1.28639000,1.27755000,1.28539700,4094.3,17210.06,2343.6,23921.6
2014-09-25,1.27790600,1.27849400,1.27054000,1.27780800,4007.8,16945.80,2345.1,23768.1
2014-09-26,1.27570500,1.27604700,1.26815000,1.27570500,4053.7,17113.15,2347.7,23678.4
2014-09-29,1.26763600,1.27145600,1.26651100,1.26731500,4047.2,17071.22,2357.7,23229.2
2014-09-30,1.26910000,1.27019900,1.25739000,1.26908400,4049.4,17042.90,2363.9,22933.0
2014-10-01,1.26291300,1.26399900,1.25857400,1.26283400,3984.7,16804.71,#N/A,#N/A
2014-10-02,1.26249900,1.26905000,1.26161000,1.26241900,3985.9,16801.05,#N/A,#N/A
2014-10-03,1.26699400,1.26699400,1.25015900,1.26705800,4027.3,17009.69,#N/A,23064.6
2014-10-06,1.25150200,1.25932000,1.25150200,1.25136100,4016.3,16991.91,#N/A,23315.0
2014-10-07,1.26439800,1.26643000,1.25847000,1.26460600,3958.6,16719.39,#N/A,23422.5
2014-10-08,1.26680100,1.26910000,1.26244900,1.26680100,4041.1,16994.22,2382.8,23263.3
2014-10-09,1.27388500,1.27930100,1.26778100,1.27430700,3969.3,16659.25,2389.4,23534.5
2014-10-10,1.26890700,1.27160100,1.26105000,1.26890700,3870.9,16544.10,2374.5,23088.5
2014-10-13,1.26409500,1.26999900,1.26350400,1.26398300,3808.0,16321.07,2366.0,23143.4
2014-10-14,1.27224800,1.27320400,1.26408000,1.27239400,3810.4,16315.19,2359.5,23048.0
2014-10-15,1.26441400,1.28404300,1.26261000,1.26390300,3786.0,16141.74,2373.7,23140.1
2014-10-16,1.28205100,1.28443900,1.27106800,1.28216600,3765.3,16117.24,2356.5,22900.9
2014-10-17,1.28075400,1.28348900,1.27465000,1.28044200,3815.5,16380.41,2341.2,23023.2
2014-10-20,1.27489200,1.27885400,1.27324000,1.27495700,3870.1,16399.67,2356.7,23070.3
2014-10-21,1.27952500,1.28392800,1.27171000,1.27952500,3971.4,16614.81,2339.7,23088.6
2014-10-22,1.27142300,1.27391000,1.26511000,1.27147200,3949.6,16461.32,2326.6,23404.0
2014-10-23,1.26454200,1.26758000,1.26170200,1.26414300,4012.3,16677.90,2302.4,23333.2
2014-10-24,1.26507000,1.26951100,1.26358400,1.26540600,4042.0,16805.41,2302.3,23302.2
2014-10-27,1.26768400,1.27220000,1.26670900,1.26766800,4046.0,16817.94,2290.4,23143.2
2014-10-28,1.27024500,1.27630000,1.26869800,1.27014800,4106.6,17005.75,2337.9,23520.4
2014-10-29,1.27380400,1.27697900,1.27250800,1.27383700,4090.6,16974.31,2373.0,23819.9
2014-10-30,1.26323200,1.26340800,1.25587000,1.26328000,4100.6,17195.42,2391.1,23702.0
2014-10-31,1.26100200,1.26100200,1.24912600,1.26133600,4158.2,17390.52,2420.2,23998.1
2014-11-03,1.25032800,1.25114200,1.24429200,1.25031300,4169.3,17366.24,2431.0,23916.0
2014-11-04,1.24926600,1.25681000,1.24926600,1.24959400,4156.2,17383.84,2430.7,23845.7
2014-11-05,1.25539800,1.25670800,1.24596900,1.25525600,4153.3,17484.53,2420.4,23695.6
2014-11-06,1.24777000,1.25336100,1.24021000,1.24800300,4164.1,17554.47,2425.8,23649.3
2014-11-07,1.23817500,1.24430000,1.23639000,1.23800700,4160.5,17573.93,2419.1,23550.2
2014-11-10,1.24618400,1.25086900,1.24305000,1.24613700,4176.0,17613.74,2473.2,23744.7
2014-11-11,1.24271500,1.24419900,1.23964000,1.24299300,4187.2,17614.90,2470.6,23808.3
2014-11-12,1.24780100,1.25000000,1.24317800,1.24758300,4195.4,17612.20,2494.3,23938.2
2014-11-13,1.24319400,1.24902000,1.24319400,1.24299300,4213.5,17652.79,2486.7,24019.9
2014-11-14,1.24750500,1.24930000,1.23995600,1.24759800,4225.0,17634.74,2479.2,24087.4
2014-11-17,1.25214400,1.25759300,1.24482900,1.25184600,4213.8,17647.75,2475.1,23797.1
2014-11-18,1.24511300,1.25357000,1.24511300,1.24489600,4242.2,17687.82,2457.5,23529.2
2014-11-19,1.25340000,1.25710000,1.25139200,1.25333700,4222.7,17685.73,2451.2,23373.3
2014-11-20,1.25429600,1.25752900,1.25068000,1.25407600,4242.1,17719.00,2452.6,23349.6
