Date,Open,High,Low,Close,Nasdaq Index (NI),"Dow-Jones  Industrial 
Average (DJIA)",Shanghai Composite Index (SCI),Hang Seng Index (HSI)
2006-02-02,1.20659300,1.21059500,1.20390500,1.20840100,1685.8,10851.98,#N/A,15691.7
2006-02-03,1.20840100,1.21090300,1.19750400,1.20270400,1664.5,10793.62,#N/A,15429.7
2006-02-06,1.20309400,1.20429700,1.19500000,1.19630100,1657.5,10798.27,1287.6,15548.1
2006-02-07,1.19610100,1.20130200,1.19530000,1.19930000,1651.8,10749.76,1282.1,15517.0
2006-02-08,1.19919900,1.19940000,1.19274800,1.19650100,1670.5,10858.62,1290.1,15373.4
2006-02-09,1.19660200,1.19950100,1.19520000,1.19940000,1654.1,10883.35,1269.5,15413.4
2006-02-10,1.20010600,1.20240000,1.18949900,1.19070300,1663.8,10919.05,1282.7,15426.0
2006-02-13,1.19009400,1.19179600,1.18839600,1.19119900,1645.8,10892.32,1279.6,15312.1
2006-02-14,1.19119900,1.19240700,1.18660600,1.19159700,1661.9,11028.39,1286.3,15420.3
2006-02-15,1.19159700,1.19490000,1.18764800,1.18859400,1673.2,11058.97,1299.2,15423.3
2006-02-16,1.18819900,1.19110000,1.18529800,1.19070300,1688.6,11120.68,1270.6,15450.9
2006-02-17,1.19080200,1.19420100,1.18619700,1.19420100,1675.2,11115.32,1267.4,15475.7
2006-02-20,1.19494300,1.19750400,1.19290500,1.19340300,#N/A,#N/A,1267.5,15598.7
2006-02-21,1.19350300,1.19370200,1.18969700,1.19199500,1655.7,11069.06,1288.4,15627.2
2006-02-22,1.19199500,1.19300400,1.18690100,1.19159700,1677.5,11137.17,1284.2,15635.7
2006-02-23,1.19129900,1.19680200,1.18949900,1.19219400,1672.3,11069.22,1288.8,15812.5
2006-02-24,1.19240700,1.19320400,1.18670400,1.18780400,1676.5,11061.85,1296.9,15856.0
2006-02-27,1.18439900,1.18770500,1.18319400,1.18500300,1695.7,11097.55,1297.2,15949.9
2006-02-28,1.18490400,1.19404400,1.18379600,1.19300400,1670.6,10993.41,1299.0,15918.5
2006-03-01,1.19290500,1.19680200,1.18965500,1.19199500,1694.6,11053.53,1306.6,15818.1
2006-03-02,1.19185200,1.20460200,1.19155400,1.20390500,1693.8,11025.51,1285.7,15882.5
2006-03-03,1.20370300,1.20499300,1.20089800,1.20460200,1684.3,11021.59,1293.3,15802.0
2006-03-06,1.20864900,1.20920400,1.19950100,1.20160500,1669.9,10958.59,1289.0,15811.8
2006-03-07,1.20199500,1.20219800,1.18715500,1.18900400,1661.0,10980.69,1259.9,15602.4
2006-03-08,1.18920200,1.19390200,1.18760600,1.19270500,1661.9,11005.74,1250.4,15493.1
2006-03-09,1.19280500,1.19480000,1.19020700,1.19040500,1645.1,10972.28,1245.2,15510.1
2006-03-10,1.19009400,1.19290500,1.18670400,1.19110000,1648.2,11076.34,1245.7,15445.0
2006-03-13,1.19229300,1.19690200,1.19205100,1.19670200,1653.8,11076.02,1259.7,15542.1
2006-03-14,1.19670200,1.20290600,1.19440100,1.20189400,1681.2,11151.34,1259.0,15519.8
2006-03-15,1.20170600,1.20759800,1.20114400,1.20710300,1694.5,11209.77,1274.8,15720.4
2006-03-16,1.20720500,1.21900700,1.20390500,1.21749300,1679.1,11253.24,1274.2,15729.0
2006-03-17,1.21759700,1.22040500,1.21509600,1.21920000,1685.7,11279.65,1269.5,15801.7
2006-03-20,1.21810100,1.21949700,1.21530300,1.21629300,1689.0,11274.53,1288.4,15930.0
2006-03-21,1.21580600,1.21610100,1.20819600,1.21080000,1672.5,11235.47,1290.4,15922.8
2006-03-22,1.21059500,1.21080000,1.20700100,1.20790400,1676.3,11317.43,1296.7,15642.8
2006-03-23,1.20809400,1.20809400,1.19580000,1.19720300,1670.7,11270.29,1302.5,15771.2
2006-03-24,1.19680200,1.20480500,1.19570000,1.20350000,1679.8,11279.97,1294.7,15716.5
2006-03-27,1.20329700,1.20580700,1.20069600,1.20110000,1680.6,11250.11,1295.9,15815.9
2006-03-28,1.20150400,1.21040500,1.19970200,1.20110000,1673.0,11154.54,1298.8,15856.6
2006-03-29,1.20089800,1.20499300,1.19859500,1.20309400,1703.8,11215.70,1305.6,15745.1
2006-03-30,1.20299300,1.21749300,1.20270400,1.21679700,1708.7,11150.70,1294.7,15880.7
2006-03-31,1.21679700,1.21759700,1.20895600,1.21150400,1703.7,11109.32,1298.3,15805.0
2006-04-03,1.21210600,1.21490400,1.20380400,1.21390200,1706.8,11144.94,1319.5,16063.8
2006-04-04,1.21369500,1.22759600,1.21260600,1.22600100,1716.6,11203.85,1329.8,16100.1
2006-04-05,1.22610600,1.23069300,1.22469500,1.22880300,1732.7,11239.55,1340.2,#N/A
2006-04-06,1.22860700,1.23289400,1.22019700,1.22140400,1739.2,11216.50,1339.7,16411.1
2006-04-07,1.22149300,1.22200100,1.20850300,1.20949700,1723.0,11120.04,1343.0,16471.8
2006-04-10,1.21109400,1.21290000,1.20829900,1.21119600,1718.9,11141.33,1359.1,16521.6
2006-04-11,1.21119600,1.21540700,1.20959900,1.21480100,1704.4,11089.63,1362.2,16475.8
2006-04-12,1.21469800,1.21690000,1.20780200,1.21140200,1704.8,11129.97,1360.1,16310.8
2006-04-13,1.21150400,1.21329800,1.20790400,1.21160700,1712.1,11137.65,1332.3,16429.4
2006-04-14,1.21160700,1.21179800,1.21009700,1.21119600,#N/A,#N/A,1359.5,#N/A
2006-04-17,1.21290000,1.22880300,1.21290000,1.22540000,1694.3,11073.78,1378.6,#N/A
2006-04-18,1.22520500,1.23699600,1.22279300,1.23670500,1726.6,11268.77,1385.1,16637.5
2006-04-19,1.23670500,1.23949500,1.22930200,1.23780800,1734.0,11278.77,1396.7,16830.4
2006-04-20,1.23790000,1.23800700,1.22980100,1.23090600,1728.9,11342.89,1385.9,16944.3
2006-04-21,1.23090600,1.23560500,1.22720500,1.23409600,1709.0,11347.45,1416.8,16912.2
2006-04-24,1.23750100,1.24140300,1.23420200,1.23889600,1706.4,11336.32,1409.8,16705.7
2006-04-25,1.23880400,1.24379700,1.23684300,1.24290000,1701.5,11283.25,1399.8,16577.8
2006-04-26,1.24290000,1.24700700,1.23900400,1.24489600,1702.2,11354.49,1417.5,16672.7
2006-04-27,1.24500400,1.25459500,1.24129500,1.25319600,1717.1,11382.51,1416.7,16742.8
2006-04-28,1.25319600,1.26380700,1.25250500,1.26360000,1700.7,11367.14,1440.2,16661.3
2006-05-01,1.26249900,1.26879400,1.25659700,1.25800400,1686.6,11343.29,#N/A,#N/A
2006-05-02,1.25800400,1.26649600,1.25620200,1.26170200,1689.9,11416.45,#N/A,16868.0
2006-05-03,1.26149500,1.26689700,1.25979500,1.26230700,1686.3,11400.28,#N/A,17027.0
2006-05-04,1.26219600,1.27189200,1.25779800,1.27009900,1701.0,11438.86,#N/A,17013.9
2006-05-05,1.27019600,1.27630800,1.26774800,1.27279900,1713.8,11577.74,#N/A,#N/A
2006-05-08,1.27330100,1.27849400,1.26969600,1.27029300,1715.2,11584.54,1497.1,17301.8
