Date,Open,High,Low,Close,Adj Close,Momentum,Average,Range,OHLC Price
2008-01-03,1.471692,1.477891,1.4694,1.474491,1.474491,-0.002799,1.4736455,0.008491,1.4733685
2008-01-04,1.474709,1.481811,1.469896,1.475492,1.475492,-0.000783,1.4758535,0.011915,1.475477
2008-01-07,1.475209,1.475209,1.466706,1.468299,1.468299,0.00691,1.4709575,0.008503,1.47135575
2008-01-08,1.559211,1.559284,1.552988,1.557099,1.557099,0.002112,1.556136,0.006296,1.5571455
2008-01-09,1.470696,1.473991,1.4643,1.466405,1.466405,0.004291,1.4691455,0.009691,1.468848
2008-01-10,1.466297,1.481196,1.465201,1.4801,1.4801,-0.013803,1.4731985,0.015995,1.4731985
2008-01-11,1.48021,1.481591,1.476603,1.479006,1.479006,0.001204,1.479097,0.004988,1.4793525
2008-01-14,1.480801,1.491202,1.4801,1.4869,1.4869,-0.006099,1.485651,0.011102,1.48475075
2008-01-15,1.4869,1.492003,1.477891,1.48021,1.48021,0.00669,1.484947,0.014112,1.484251
2008-01-16,1.48021,1.485906,1.461091,1.466405,1.466405,0.013805,1.4734985,0.024815,1.473403
2008-01-17,1.46591,1.470502,1.459598,1.464,1.464,0.00191,1.46505,0.010904,1.4650025
2008-01-18,1.464193,1.46899,1.460195,1.461796,1.461796,0.002397,1.4645925,0.008795,1.4637935
2008-01-21,1.460003,1.460003,1.441899,1.442003,1.442003,0.018,1.450951,0.018104,1.450977
2008-01-22,1.442294,1.468493,1.437298,1.464794,1.464794,-0.0225,1.4528955,0.031195,1.45321975
2008-01-23,1.464408,1.465094,1.451906,1.463208,1.463208,0.0012,1.4585,0.013188,1.461154
2008-01-24,1.462994,1.477607,1.45979,1.47741,1.47741,-0.014416,1.4686985,0.017817,1.46945025
2008-01-25,1.47741,1.47741,1.466405,1.467502,1.467502,0.009908,1.4719075,0.011005,1.47218175
2008-01-28,1.469292,1.479903,1.466598,1.478809,1.478809,-0.009517,1.4732505,0.013305,1.4736505
2008-01-29,1.47859,1.478809,1.474296,1.477192,1.477192,0.001398,1.4765525,0.004513,1.47722175
2008-01-30,1.477192,1.487409,1.475797,1.483107,1.483107,-0.005915,1.481603,0.011612,1.48087625
2008-01-31,1.482997,1.491402,1.481306,1.486503,1.486503,-0.003506,1.486354,0.010096,1.485552
2008-02-01,1.486591,1.493206,1.479706,1.479991,1.479991,0.0066,1.486456,0.0135,1.4848735
2008-02-04,1.480297,1.484605,1.479596,1.4828,1.4828,-0.002503,1.4821005,0.005009,1.4818245
2008-02-05,1.483305,1.483305,1.462502,1.463807,1.463807,0.019498,1.4729035,0.020803,1.47322975
2008-02-06,1.4637,1.466706,1.459598,1.46171,1.46171,0.00199,1.463152,0.007108,1.4629285
2008-02-07,1.461604,1.464901,1.445191,1.44789,1.44789,0.013714,1.455046,0.01971,1.4548965
2008-02-08,1.557099,1.557099,1.554098,1.557099,1.557099,0,1.5555985,0.003001,1.55634875
2008-02-11,1.453193,1.457705,1.448604,1.4502,1.4502,0.002993,1.4531545,0.009101,1.4524255
2008-02-12,1.450305,1.460899,1.4502,1.458194,1.458194,-0.007889,1.4555495,0.010699,1.4548995
2008-02-13,1.457705,1.459407,1.453805,1.455604,1.455604,0.002101,1.456606,0.005602,1.45663025
2008-02-14,1.455795,1.464708,1.455096,1.464408,1.464408,-0.008613,1.459902,0.009612,1.46000175
2008-02-15,1.464193,1.47061,1.4634,1.46761,1.46761,-0.003417,1.467005,0.00721,1.46645325
2008-02-18,1.46761,1.469097,1.46171,1.465008,1.465008,0.002602,1.4654035,0.007387,1.46585625
2008-02-19,1.464794,1.47571,1.464601,1.472993,1.472993,-0.008199,1.4701555,0.011109,1.4695245
2008-02-20,1.473101,1.473297,1.462502,1.472299,1.472299,0.000802,1.4678995,0.010795,1.47029975
2008-02-21,1.472407,1.483591,1.470805,1.481503,1.481503,-0.009096,1.477198,0.012786,1.4770765
2008-02-22,1.481591,1.485597,1.479202,1.482602,1.482602,-0.001011,1.4823995,0.006395,1.482248
2008-02-25,1.483393,1.484296,1.479991,1.483591,1.483591,-0.000198,1.4821435,0.004305,1.48281775
2008-02-26,1.483591,1.503895,1.478393,1.49961,1.49961,-0.016019,1.491144,0.025502,1.49137225
2008-02-27,1.49979,1.514005,1.498397,1.511807,1.511807,-0.012017,1.506201,0.015608,1.50599975
2008-02-28,1.511807,1.522789,1.507704,1.519595,1.519595,-0.007788,1.5152465,0.015085,1.51547375
2008-02-29,1.518695,1.52381,1.515496,1.519203,1.519203,-0.000508,1.519653,0.008314,1.519301
2008-03-03,1.520311,1.526997,1.516392,1.520011,1.520011,0.0003,1.5216945,0.010605,1.52092775
2008-03-04,1.519896,1.524599,1.517704,1.521005,1.521005,-0.001109,1.5211515,0.006895,1.520801
2008-03-05,1.520889,1.529005,1.515289,1.527697,1.527697,-0.006808,1.522147,0.013716,1.52322
2008-03-06,1.527791,1.539812,1.527394,1.538509,1.538509,-0.010718,1.533603,0.012418,1.5333765
2008-03-07,1.538509,1.54371,1.532591,1.533601,1.533601,0.004908,1.5381505,0.011119,1.53710275
2008-03-10,1.537988,1.538698,1.532309,1.534095,1.534095,0.003893,1.5355035,0.006389,1.5357725
2008-03-11,1.534189,1.548803,1.528795,1.534189,1.534189,0,1.538799,0.020008,1.536494
2008-03-12,1.534095,1.557099,1.534095,1.554002,1.554002,-0.019907,1.545597,0.023004,1.54482275
2008-03-13,1.554195,1.564505,1.552506,1.562207,1.562207,-0.008012,1.5585055,0.011999,1.55835325
2008-03-14,1.562305,1.568209,1.553905,1.561792,1.561792,0.000513,1.561057,0.014304,1.56155275
2008-03-17,1.574803,1.590306,0.072902,1.574803,1.574803,0,0.831604,1.517404,1.2032035
2008-03-18,1.574704,1.582804,1.561695,1.565803,1.565803,0.008901,1.5722495,0.021109,1.5712515
2008-03-19,1.565901,1.577909,1.558701,1.563893,1.563893,0.002008,1.568305,0.019208,1.566601
2008-03-20,1.564089,1.564089,1.54031,1.544211,1.544211,0.019878,1.5521995,0.023779,1.55317475
2008-03-21,1.543805,1.569711,1.540998,1.569711,1.569711,-0.025906,1.5553545,0.028713,1.55605625
2008-03-24,1.54069,1.544807,1.53459,1.543496,1.543496,-0.002806,1.5396985,0.010217,1.54089575
2008-03-25,1.543901,1.565705,1.541711,1.561207,1.561207,-0.017306,1.553708,0.023994,1.553131
2008-03-26,1.561207,1.585791,1.55909,1.582404,1.582404,-0.021197,1.5724405,0.026701,1.572123
2008-03-27,1.582003,1.58451,1.573292,1.581403,1.581403,0.0006,1.578901,0.011218,1.580302
2008-03-28,1.580903,1.583606,1.575002,1.576094,1.576094,0.004809,1.579304,0.008604,1.57890125
2008-03-31,1.579305,1.589092,1.575101,1.575796,1.575796,0.003509,1.5820965,0.013991,1.5798235
2008-04-01,null,null,null,null,null,#VALUE!,#VALUE!,#VALUE!,#VALUE!
2008-04-02,1.561695,1.569908,1.554195,1.567791,1.567791,-0.006096,1.5620515,0.015713,1.56339725
2008-04-03,1.56789,1.568603,1.551711,1.566711,1.566711,0.001179,1.560157,0.016892,1.56372875
2008-04-04,1.566588,1.575299,1.564407,1.573688,1.573688,-0.0071,1.569853,0.010892,1.5699955
2008-04-07,1.572995,1.573589,1.563893,1.5705,1.5705,0.002495,1.568741,0.009696,1.57024425
2008-04-08,1.557002,1.562964,1.555791,1.557802,1.557802,-0.0008,1.5593775,0.007173,1.55838975
2008-04-09,1.569292,1.586093,1.569095,1.582404,1.582404,-0.013112,1.577594,0.016998,1.576721
2008-04-10,1.582304,1.590306,1.572797,1.574208,1.574208,0.008096,1.5815515,0.017509,1.57990375
2008-04-11,1.574307,1.585012,1.574109,1.582203,1.582203,-0.007896,1.5795605,0.010903,1.57890775
2008-04-14,1.572006,1.588588,1.56789,1.582504,1.582504,-0.010498,1.578239,0.020698,1.577747
2008-04-15,1.582604,1.587302,1.576293,1.578607,1.578607,0.003997,1.5817975,0.011009,1.5812015
2008-04-16,1.578407,1.597597,1.578009,1.595813,1.595813,-0.017406,1.587803,0.019588,1.5874565
2008-04-17,1.595405,1.597597,1.585892,1.590204,1.590204,0.005201,1.5917445,0.011705,1.5922745
2008-04-18,1.590407,1.595405,1.572105,1.573391,1.573391,0.017016,1.583755,0.0233,1.582827
2008-04-21,1.580403,1.594311,1.579879,1.591191,1.591191,-0.010788,1.587095,0.014432,1.586446
2008-04-22,1.591141,1.601307,1.584309,1.598798,1.598798,-0.007657,1.592808,0.016998,1.59388875
2008-04-23,1.598184,1.599795,1.586496,1.587402,1.587402,0.010782,1.5931455,0.013299,1.59296925
2008-04-24,1.587604,1.588487,1.564456,1.568406,1.568406,0.019198,1.5764715,0.024031,1.57723825
2008-04-25,1.568431,1.570697,1.556057,1.563697,1.563697,0.004734,1.563377,0.01464,1.5647205
2008-04-28,1.560111,1.5688,1.560111,1.565288,1.565288,-0.005177,1.5644555,0.008689,1.5635775
2008-04-29,1.565092,1.566097,1.555379,1.556711,1.556711,0.008381,1.560738,0.010718,1.56081975
2008-04-30,1.556881,1.563868,1.552988,1.562207,1.562207,-0.005326,1.558428,0.01088,1.558986
2008-05-01,null,null,null,null,null,#VALUE!,#VALUE!,#VALUE!,#VALUE!
2008-05-02,1.547796,1.549811,1.537705,1.5434,1.5434,0.004396,1.543758,0.012106,1.544678
2008-05-05,1.543496,1.551807,1.54321,1.549811,1.549811,-0.006315,1.5475085,0.008597,1.547081
2008-05-06,1.549835,1.559162,1.546097,1.553591,1.553591,-0.003756,1.5526295,0.013065,1.55217125
2008-05-07,1.553808,1.553808,1.53709,1.538509,1.538509,0.015299,1.545449,0.016718,1.54580375
2008-05-08,1.557608,1.557608,1.545165,1.546408,1.546408,0.0112,1.5513865,0.012443,1.55169725
2008-05-09,1.539693,1.548995,1.539622,1.548995,1.548995,-0.009302,1.5443085,0.009373,1.54432625
2008-05-12,1.545595,1.556881,1.537894,1.554002,1.554002,-0.008407,1.5473875,0.018987,1.548593
2008-05-13,1.553639,1.556178,1.543901,1.5477,1.5477,0.005939,1.5500395,0.012277,1.5503545
2008-05-14,1.547293,1.548491,1.540405,1.54691,1.54691,0.000383,1.544448,0.008086,1.54577475
2008-05-15,1.54679,1.554509,1.542805,1.545094,1.545094,0.001696,1.548657,0.011704,1.5472995
2008-05-16,1.545237,1.5596,1.544092,1.5596,1.5596,-0.014363,1.551846,0.015508,1.55213225
2008-05-19,1.558312,1.562988,1.549211,1.552795,1.552795,0.005517,1.5560995,0.013777,1.5558265
2008-05-20,1.552988,1.567791,1.551037,1.565411,1.565411,-0.012423,1.559414,0.016754,1.55930675
2008-05-21,1.564407,1.579904,1.563991,1.578806,1.578806,-0.014399,1.5719475,0.015913,1.571777
2008-05-22,1.578706,1.580878,1.569809,1.573193,1.573193,0.005513,1.5753435,0.011069,1.5756465
2008-05-23,1.573193,1.579305,1.5705,1.578507,1.578507,-0.005314,1.5749025,0.008805,1.57537625
2008-05-26,1.576839,1.579305,1.574481,1.577934,1.577934,-0.001095,1.576893,0.004824,1.57713975
2008-05-27,1.57781,1.581803,1.567693,1.569095,1.569095,0.008715,1.574748,0.01411,1.57410025
2008-05-28,1.569268,1.575597,1.561622,1.565607,1.565607,0.003661,1.5686095,0.013975,1.5680235
2008-05-29,1.565215,1.566392,1.548995,1.551807,1.551807,0.013408,1.5576935,0.017397,1.55810225
2008-05-30,1.55159,1.556832,1.54679,1.554098,1.554098,-0.002508,1.551811,0.010042,1.5523275
2008-06-02,1.556396,1.557293,1.549811,1.554606,1.554606,0.00179,1.553552,0.007482,1.5545265
2008-06-03,1.554606,1.562646,1.542401,1.545022,1.545022,0.009584,1.5525235,0.020245,1.55116875
2008-06-04,1.54507,1.547892,1.542305,1.543258,1.543258,0.001812,1.5450985,0.005587,1.54463125
2008-06-05,1.5434,1.559989,1.537894,1.558895,1.558895,-0.015495,1.5489415,0.022095,1.5500445
2008-06-06,1.55909,1.578607,1.557705,1.578507,1.578507,-0.019417,1.568156,0.020902,1.56847725
2008-06-09,1.579005,1.584209,1.562305,1.564358,1.564358,0.014647,1.573257,0.021904,1.57246925
2008-06-10,1.5647,1.565509,1.544712,1.546408,1.546408,0.018292,1.5551105,0.020797,1.55533225
2008-06-11,1.546503,1.558191,1.54581,1.555791,1.555791,-0.009288,1.5520005,0.012381,1.55157375
2008-06-12,1.555403,1.55659,1.538959,1.546097,1.546097,0.009306,1.5477745,0.017631,1.54926225
2008-06-13,1.545189,1.546288,1.531511,1.536901,1.536901,0.008288,1.5388995,0.014777,1.53997225
2008-06-16,1.539172,1.551711,1.535296,1.547389,1.547389,-0.008217,1.5435035,0.016415,1.543392
2008-06-17,1.547389,1.554896,1.546479,1.552193,1.552193,-0.004804,1.5506875,0.008417,1.55023925
2008-06-18,1.552,1.554002,1.54691,1.553808,1.553808,-0.001808,1.550456,0.007092,1.55168
2008-06-19,1.553905,1.558676,1.54691,1.550989,1.550989,0.002916,1.552793,0.011766,1.55262
2008-06-20,1.550989,1.56519,1.549499,1.562793,1.562793,-0.011804,1.5573445,0.015691,1.55711775
2008-06-23,1.559892,1.562549,1.547389,1.552289,1.552289,0.007603,1.554969,0.01516,1.55552975
2008-06-24,1.552602,1.562012,1.549691,1.557002,1.557002,-0.0044,1.5558515,0.012321,1.55532675
2008-06-25,1.557026,1.568603,1.554195,1.567398,1.567398,-0.010372,1.561399,0.014408,1.5618055
2008-06-26,1.567496,1.576591,1.564211,1.575299,1.575299,-0.007803,1.570401,0.01238,1.57089925
2008-06-27,1.575051,1.579904,1.572599,1.575299,1.575299,-0.000248,1.5762515,0.007305,1.57571325
2008-06-30,1.579405,1.583506,1.57349,1.575002,1.575002,0.004403,1.578498,0.010016,1.57785075
2008-07-01,null,null,null,null,null,#VALUE!,#VALUE!,#VALUE!,#VALUE!
2008-07-02,1.579205,1.589193,1.578308,1.587806,1.587806,-0.008601,1.5837505,0.010885,1.583628
2008-07-03,1.588007,1.590508,1.568504,1.570007,1.570007,0.018,1.579506,0.022004,1.5792565
2008-07-04,1.569809,1.572599,1.566907,1.571388,1.571388,-0.001579,1.569753,0.005692,1.57017575
2008-07-07,1.5705,1.574902,1.561597,1.572006,1.572006,-0.001506,1.5682495,0.013305,1.56975125
2008-07-08,1.541806,1.550195,1.531394,1.53339,1.53339,0.008416,1.5407945,0.018801,1.53919625
2008-07-09,1.56676,1.574902,1.565386,1.573589,1.573589,-0.006829,1.570144,0.009516,1.57015925
2008-07-10,1.57349,1.579804,1.569588,1.578507,1.578507,-0.005017,1.574696,0.010216,1.57534725
2008-07-11,1.578706,1.594896,1.57679,1.594896,1.594896,-0.01619,1.585843,0.018106,1.586322
2008-07-14,1.591495,1.593321,1.58461,1.589092,1.589092,0.002403,1.5889655,0.008711,1.5896295
2008-07-15,1.588966,1.602821,1.587402,1.589901,1.589901,-0.000935,1.5951115,0.015419,1.5922725
2008-07-16,1.590027,1.594591,1.580603,1.582203,1.582203,0.007824,1.587597,0.013988,1.586856
2008-07-17,1.582103,1.589193,1.579255,1.58559,1.58559,-0.003487,1.584224,0.009938,1.58403525
2008-07-18,1.585389,1.588209,1.581203,1.585389,1.585389,0,1.584706,0.007006,1.5850475
2008-07-21,1.583406,1.593092,1.583205,1.591394,1.591394,-0.007988,1.5881485,0.009887,1.58777425
2008-07-22,1.591318,1.59421,1.57679,1.579205,1.579205,0.012113,1.5855,0.01742,1.58538075
2008-07-23,1.57933,1.579804,1.5673,1.569243,1.569243,0.010087,1.573552,0.012504,1.57391925
2008-07-24,1.569292,1.571117,1.563599,1.568874,1.568874,0.000418,1.567358,0.007518,1.5682205
2008-07-25,1.568898,1.575101,1.56649,1.5673,1.5673,0.001598,1.5707955,0.008611,1.56944725
2008-07-28,1.569809,1.576491,1.568701,1.574134,1.574134,-0.004325,1.572596,0.00779,1.57228375
2008-07-29,1.57401,1.575796,1.555718,1.55909,1.55909,0.01492,1.565757,0.020078,1.5661535
2008-07-30,1.558895,1.561329,1.552602,1.557366,1.557366,0.001529,1.5569655,0.008727,1.557548
2008-07-31,1.557341,1.569711,1.557196,1.559308,1.559308,-0.001967,1.5634535,0.012515,1.560889
2008-08-01,null,null,null,null,null,#VALUE!,#VALUE!,#VALUE!,#VALUE!
2008-08-04,null,null,null,null,null,#VALUE!,#VALUE!,#VALUE!,#VALUE!
2008-08-05,null,null,null,null,null,#VALUE!,#VALUE!,#VALUE!,#VALUE!
2008-08-06,null,null,null,null,null,#VALUE!,#VALUE!,#VALUE!,#VALUE!
2008-08-07,null,null,null,null,null,#VALUE!,#VALUE!,#VALUE!,#VALUE!
2008-08-08,1.533413,1.533601,1.499992,1.504891,1.504891,0.028522,1.5167965,0.033609,1.51797425
2008-08-11,null,null,null,null,null,#VALUE!,#VALUE!,#VALUE!,#VALUE!
2008-08-12,null,null,null,null,null,#VALUE!,#VALUE!,#VALUE!,#VALUE!
2008-08-13,null,null,null,null,null,#VALUE!,#VALUE!,#VALUE!,#VALUE!
2008-08-14,null,null,null,null,null,#VALUE!,#VALUE!,#VALUE!,#VALUE!
2008-08-15,null,null,null,null,null,#VALUE!,#VALUE!,#VALUE!,#VALUE!
2008-08-18,null,null,null,null,null,#VALUE!,#VALUE!,#VALUE!,#VALUE!
2008-08-19,null,null,null,null,null,#VALUE!,#VALUE!,#VALUE!,#VALUE!
2008-08-20,null,null,null,null,null,#VALUE!,#VALUE!,#VALUE!,#VALUE!
2008-08-21,null,null,null,null,null,#VALUE!,#VALUE!,#VALUE!,#VALUE!
2008-08-22,null,null,null,null,null,#VALUE!,#VALUE!,#VALUE!,#VALUE!
2008-08-25,null,null,null,null,null,#VALUE!,#VALUE!,#VALUE!,#VALUE!
2008-08-26,1.461903,1.468105,1.45779,1.464794,1.464794,-0.002891,1.4629475,0.010315,1.463148
2008-08-27,1.464794,1.477192,1.464193,1.472581,1.472581,-0.007787,1.4706925,0.012999,1.46969
2008-08-28,1.472299,1.480801,1.468105,1.47141,1.47141,0.000889,1.474453,0.012696,1.47315375
2008-08-29,1.471194,1.476385,1.464601,1.467093,1.467093,0.004101,1.470493,0.011784,1.46981825
2008-09-01,1.46927,1.470307,1.456494,1.457492,1.457492,0.011778,1.4634005,0.013813,1.46339075
2008-09-02,1.45779,1.459598,1.447408,1.451589,1.451589,0.006201,1.453503,0.01219,1.45409625
2008-09-03,1.4518,1.453172,1.43887,1.448604,1.448604,0.003196,1.446021,0.014302,1.4481115
2008-09-04,1.448646,1.453996,1.422698,1.426493,1.426493,0.022153,1.438347,0.031298,1.43795825
2008-09-05,1.426005,1.433692,1.420293,1.427491,1.427491,-0.001486,1.4269925,0.013399,1.42687025
2008-09-08,1.504891,1.505004,1.504008,1.505004,1.505004,-0.000113,1.504506,0.000996,1.50472675
2008-09-09,1.415208,1.422495,1.405501,1.414847,1.414847,0.000361,1.413998,0.016994,1.41451275
2008-09-10,1.415008,1.417193,1.396005,1.398406,1.398406,0.016602,1.406599,0.021188,1.406653
2008-09-11,1.398308,1.403903,1.3897,1.3996,1.3996,-0.001292,1.3968015,0.014203,1.39787775
2008-09-12,1.399796,1.423994,1.3978,1.423994,1.423994,-0.024198,1.410897,0.026194,1.411396
2008-09-15,1.430554,1.447408,1.410099,1.4269,1.4269,0.003654,1.4287535,0.037309,1.42874025
2008-09-16,1.426391,1.427613,1.408907,1.413507,1.413507,0.012884,1.41826,0.018706,1.4191045
2008-09-17,1.413507,1.438001,1.410636,1.432932,1.432932,-0.019425,1.4243185,0.027365,1.423769
2008-09-18,1.432809,1.452707,1.429,1.430492,1.430492,0.002317,1.4408535,0.023707,1.436252
2008-09-19,1.430492,1.449695,1.416009,1.441795,1.441795,-0.011303,1.432852,0.033686,1.43449775
2008-09-22,1.445296,1.485707,1.445296,1.479596,1.479596,-0.0343,1.4655015,0.040411,1.46397375
2008-09-23,1.479596,1.482624,1.462801,1.469292,1.469292,0.010304,1.4727125,0.019823,1.47357825
2008-09-24,1.469097,1.474013,1.461305,1.463315,1.463315,0.005782,1.467659,0.012708,1.4669325
2008-09-25,1.4634,1.476494,1.458406,1.464193,1.464193,-0.000793,1.46745,0.018088,1.46562325
2008-09-26,1.4643,1.467911,1.456304,1.459897,1.459897,0.004403,1.4621075,0.011607,1.462103
2008-09-29,1.454799,1.456028,1.431004,1.439325,1.439325,0.015474,1.443516,0.025024,1.445289
2008-09-30,1.439408,1.441795,1.402092,1.409642,1.409642,0.029766,1.4219435,0.039703,1.42323425
2008-10-01,1.410298,1.417033,1.398699,1.40162,1.40162,0.008678,1.407866,0.018334,1.4069125
2008-10-02,1.402092,1.402092,1.376197,1.380796,1.380796,0.021296,1.3891445,0.025895,1.39029425
2008-10-03,1.380605,1.38968,1.372006,1.378493,1.378493,0.002112,1.380843,0.017674,1.380196
